Symbol,Name,Sector,Price,52 Week High,52 Week Low,Dividend Yield,Earnings per Share,Sales per Share,Book Value per Share,EBITDA,Market Cap
NCLH,Norwegian Cruise Line,Consumer Discretionary,56.01,61.48,46.96,0,2.78,17.46704246,23.83404255,1529401000,13191507318
SO,Southern Co.,Utilities,43.4,53.51,42.63,5.3530226,2.53,17.30420984,23.84615385,6012000000,43497224128
BAC,Bank of America Corp,Financials,29.74,32.67,22.07,1.536,1.55,9.290302717,23.98387097,0,3.21E+11
MYL,Mylan N.V.,Health Care,39.25,47.82,29.39,0,0.93,15.47777384,24.0797546,3113300000,21698849265
ECL,Ecolab Inc.,Materials,127.76,140.5,119.61,1.2319711,4.14,34.19637332,24.1969697,2848600000,38460272282
FB,"Facebook, Inc.",Information Technology,171.58,195.32,132.44,0,5.39,12.9572895,24.23446328,23624000000,5.23E+11
COP,ConocoPhillips,Energy,53.24,61.315,42.265,2.049254,-0.65,25.64031312,24.64814815,5328000000,65482462410
COST,Costco Wholesale Corp.,Consumer Staples,178.61,199.88,150,1.0917627,6.09,291.8278799,24.6698895,5679000000,80439804508
D,Dominion Energy,Utilities,73.31,85.3,71.59,4.5281997,4.91,19.31537826,24.76689189,6428000000,47543571860
O,Realty Income Corporation,Real Estate,47.56,63.6,48.89,5.372036,1.12,3.051051416,24.77083333,1075568000,13784942453
EFX,Equifax Inc.,Industrials,114,147.02,90.72,1.3265306,4.04,20.23498929,24.83660131,1141200000,14121334618
PEG,Public Serv. Enterprise Inc.,Utilities,46.73,53.28,41.67,3.60587,1.75,13.54828398,24.85638298,3613000000,24138050331
DLTR,Dollar Tree,Consumer Discretionary,101.58,116.65,65.63,0,3.77,63.10261742,24.89705882,2430300000,25151198417
TIF,Tiffany & Co.,Consumer Discretionary,99.62,111.44,77.93,1.9402406,3.55,22.0556914,25.09319899,949500000,12810515320
USB,U.S. Bancorp,Financials,52.65,58.5,49.535,2.189781,3.52,13.93832568,25.19138756,0,90940115897
CAT,Caterpillar Inc.,Industrials,145.99,173.24,90.34,2.0215108,1.26,71.32448081,25.38956522,8136000000,91822049046
HRS,Harris Corporation,Information Technology,149.84,160.67,104.16,1.4922442,4.43,50.76459083,25.4829932,1368000000,18140726600
SLB,Schlumberger Ltd.,Energy,67.4,82.71,61.02,2.8673835,-1.08,20.86827634,25.53030303,3222000000,96529311126
ICE,Intercontinental Exchange,Financials,67,76.1378,56.8,5.4298644,2.37,6.964666376,25.57251908,3103000000,41373051167
HON,Honeywell Int'l Inc.,Industrials,146.02,165.13,119.31,1.9710299,2.08,51.65576685,25.57267951,8333000000,1.14E+11
MOS,The Mosaic Company,Materials,24.13,34.36,19.23,0.3960396,0.85,13.28601244,25.67021277,1165100000,9726962131
ANSS,ANSYS,Information Technology,148.84,164.9,94.52,0,2.99,8.852462916,25.70639033,458515000,13155919129
WMT,Wal-Mart Stores,Consumer Staples,100.02,109.98,66.89,1.983471,4.39,121.827892,25.71208226,30721000000,3.05E+11
DVA,DaVita Inc.,Health Care,71.91,80.71,52.51,0,4.3,62.79583181,25.77419355,2252294000,13685178000
NUE,Nucor Corp.,Materials,60.38,70.48,51.67,2.415766,4.1,60.47822692,25.8034188,2648729000,20003317128
MPC,Marathon Petroleum,Energy,62.79,73.53,47.39,2.8268552,6.85,147.0027488,25.83950617,5978000000,31633740000
ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,209.09,314.86,187.96,0,6.52,61.89919789,26.00621891,1002093000,13300000127
MAC,Macerich,Real Estate,58.36,69.73,52.12,4.9177604,3.43,5.121599821,26.05357143,503183000,8473119166
IR,Ingersoll-Rand PLC,Industrials,87.6,97.67,77.26,1.9739007,5.07,54.25035088,26.22754491,1987100000,22785450609
ADI,"Analog Devices, Inc.",Information Technology,82.68,98.38,74.65,2.108963,2.11,10.32995124,26.41533546,1663384000,31811578855
EQR,Equity Residential,Real Estate,55.26,70.455,56.07,3.5437918,1.63,6.430352567,26.44019139,1710686000,20925508143
TEL,TE Connectivity Ltd.,Information Technology,95.27,108.23,71.93,1.6062645,4.71,37.02053655,26.46388889,2797000000,34983666316
DIS,The Walt Disney Company,Consumer Discretionary,101.35,116.1,96.2,1.6036655,5.7,25.57047064,26.53141361,12544000000,1.58E+11
JNJ,Johnson & Johnson,Health Care,126.36,148.32,113.15,2.5566885,0.39,27.27612884,26.65822785,22430000000,3.53E+11
SYK,Stryker Corp.,Health Care,148.01,170,122.01,1.2234008,2.68,31.92921857,26.7166065,2863000000,57509096756
DOV,Dover Corp.,Industrials,96.2,109.06,75.51,1.8815053,5.15,48.43478121,26.79665738,1513291000,15566645713
PNR,Pentair Ltd.,Industrials,66.67,74.84,57.63,2.03933,3.63,26.46526338,26.88306452,863700000,12466660892
FRT,Federal Realty Investment Trust,Real Estate,108.11,143.79,109.74,3.5925992,3.5,8.381529129,27.16331658,540767000,8077368506
AAPL,Apple Inc.,Information Technology,155.15,180.1,131.12,1.5795412,9.2,44.85907096,27.41166078,79386000000,8.10E+11
FTI,TechnipFMC,Energy,29.1,35,24.53,1.7060367,0,18.63503194,27.45283019,540167833.4,14163064455
PSA,Public Storage,Real Estate,180.49,232.21,180.9254,4.316159,6.81,11.1660543,27.51371951,1924803000,32258539942
NWL,Newell Brands,Consumer Discretionary,27.91,55.08,23.85,3.1228786,1.17,21.78685122,27.63366337,2021400000,14438346000
PLD,Prologis,Real Estate,58.33,67.53,48.69,2.931379,3.06,4.05622302,27.64454976,2969194000,31953288000
ESRX,Express Scripts,Health Care,73.35,83.485,55.8,0,5.39,127.3693654,27.67924528,7309300000,42449656350
WEC,Wec Energy Group Inc,Utilities,59.5,70.09,56.63,3.691948,3.79,23.95889829,28.33333333,2736500000,18890296993
LUK,Leucadia National Corp.,Financials,23.86,28.3,22.23,1.5993602,0.33,22.9199255,28.4047619,2201336000,8910389431
FIS,Fidelity National Information Services,Information Technology,92.74,103.65,77.63,1.322724,1.72,19.71579953,28.53538462,2782000000,32308459680
EXC,Exelon Corp.,Utilities,35.98,42.67,33.3,3.8174274,1.23,25.82197008,28.55555556,8548000000,34734816899
DFS,Discover Financial Services,Financials,72.4,81.93,57.5,1.8269607,5.41,30.66455036,28.73015873,0,27433540000
SHW,Sherwin-Williams,Materials,387.65,435.15,302.0101,0.8426688,18.61,153.366363,28.88599106,2160668000,37730994828
VTR,Ventas Inc,Real Estate,50.92,72.36,51.8,5.965641,1.86,7.198140188,28.93181818,1935931000,18865999082
DE,Deere & Co.,Industrials,153.66,171.96,106.72,1.4866204,6.64,64.70862505,28.93785311,4053300000,52186628646
ALK,Alaska Air Group Inc,Industrials,64.04,101.43,59.25,1.9928383,8.28,65.33965807,28.97737557,1665000000,7903173734
TSN,Tyson Foods,Consumer Staples,73.92,84.65,57.2,1.6353229,4.79,78.86399488,28.98823529,2521000000,26957526800
ADS,Alliance Data Systems,Information Technology,240.6,278.33,209,0.9240122,14.13,139.2175971,29.05797101,2143200000,13632608582
CCI,Crown Castle International Corp.,Real Estate,103.81,114.97,86.93,3.862069,1.02,10.25254484,29.32485876,2292600000,44183023189
AEE,Ameren Corp,Utilities,52.59,64.89,51.81,3.4404964,2.68,19.52754409,29.37988827,2298000000,12905744906
KSS,Kohl's Corp.,Consumer Discretionary,60.34,69.14,35.16,3.4965036,3.12,70.5091299,29.57843137,2286000000,10570861198
EXPE,Expedia Inc.,Consumer Discretionary,123.03,161,115.55,0.92785895,1.81,49.06500713,29.7173913,1481458000,19722178609
AWK,American Water Works Company Inc,Utilities,76.06,92.37,71.89,2.129297,2.63,13.69504629,29.82745098,1711000000,13906146184
HPQ,HP Inc.,Information Technology,19.92,24.1,15.39,2.6270628,1.49,22.24479707,30.18181818,3700000000,34895294088
UAL,United Continental Holdings,Industrials,63.37,83.04,56.51,0,7.05,126.2225884,30.32057416,5929000000,19363059152
GM,General Motors,Consumer Discretionary,40.75,46.76,31.92,3.5857513,6,72.33875912,30.63909774,23541000000,61536606173
WAT,Waters Corporation,Health Care,191.79,220.2,145.94,0,0.19,27.46758806,31.18536585,773932000,16064078572
JEC,Jacobs Engineering Group,Industrials,62.82,72.18,49.31,0.9089532,2.43,51.79050715,31.25373134,409832000,9326484316
XRAY,Dentsply Sirona,Health Care,56.85,68.98,52.535,0.60034305,1.99,12.28853878,31.58333333,-411100000,13390513478
GWW,Grainger (W.W.) Inc.,Industrials,258.6,298.145,155,1.9700643,10.02,184.778351,31.92592593,1279846000,14639308205
